Column2;Column3;Column4
-0.057432;0.261626;0.097881
-0.059733;0.318618;0.101781
0.067734;0.188795;0.101305
0.057969;0.155230;0.111521
0.095608;0.072262;0.155256
0.185021;0.072305;0.138472
0.157855;-0.032451;0.063753
0.061069;-0.189444;-0.083409
-0.016955;-0.057871;-0.223504
-0.283870;-0.089462;-0.176938
-0.311329;-0.156147;-0.322178
-0.051555;-0.072691;-0.316703
-0.013153;-0.107732;-0.243870
0.017852;0.022262;-0.196114
0.136549;-0.028275;-0.127522
0.138740;-0.051147;-0.133313
0.032420;0.011411;0.043808
0.089743;-0.060834;0.002515
0.074796;0.110186;0.154426
-0.027654;0.023243;0.205898
-0.093503;0.147951;0.208810
-0.075724;0.085052;0.197635
-0.097250;0.063191;0.208633
0.052744;0.098512;0.166040
0.107082;0.077779;0.146632
0.043821;0.019074;0.093682
0.056589;0.072604;-0.037905
-0.025756;-0.020764;-0.172477
-0.196117;0.035527;-0.174143
-0.221257;-0.085639;-0.264937
-0.019299;0.001151;-0.327664
-0.016369;-0.019021;-0.161516
-0.123189;-0.047496;-0.170389
0.118202;0.016964;-0.150738
0.029485;-0.078464;-0.091410
-0.123213;-0.004524;-0.058728
-0.053880;0.023006;-0.080071
-0.138026;-0.031488;-0.107986
-0.170331;0.063850;-0.041445
-0.001807;0.086393;-0.015129
0.088284;0.277030;0.108415
0.120436;0.008570;0.188194
0.211906;0.159497;0.222212
0.164026;0.043104;0.305195
-0.068803;-0.035438;0.302387
0.049412;-0.138700;0.076460
0.099483;-0.168613;-0.008086
-0.135225;-0.170454;-0.037679
-0.164862;-0.264316;-0.218097
-0.098440;-0.332617;-0.356617
-0.211723;-0.298150;-0.267012
-0.200219;-0.275929;-0.199055
-0.114278;-0.193156;-0.200264
-0.058305;-0.294279;-0.163755
-0.045360;-0.169491;-0.082512
-0.006726;-0.151483;-0.091233
0.089950;-0.148740;-0.146978
0.167651;-0.242328;-0.147759
0.223270;-0.038090;-0.039480
0.028508;0.075310;0.212148
-0.103329;-0.061883;0.202737
0.042582;-0.098959;0.260984
-0.049626;0.067721;0.345340
-0.116463;0.011606;0.363637
0.020067;0.113234;0.170757
0.052964;-0.034779;0.069923
-0.074344;0.072512;0.042161
-0.003510;-0.094259;-0.084440
0.036394;0.048640;-0.127137
0.091409;-0.079616;-0.027927
0.157129;-0.063565;-0.076226
0.166595;-0.058743;-0.068481
0.125288;-0.082731;0.002814
0.151734;-0.029116;-0.071337
0.080661;-0.064431;-0.105233
-0.036596;-0.157500;-0.242747
-0.199303;-0.061761;-0.291290
-0.263845;-0.067400;-0.297997
-0.215703;-0.011316;-0.238707
-0.054271;0.188296;0.024407
0.140473;0.071945;0.112052
0.130384;0.346496;0.264121
0.120869;0.285596;0.400109
-0.015765;0.284059;0.385358
-0.092306;0.346532;0.227204
-0.050426;0.091270;0.128939
0.100814;0.294386;0.073573
0.161017;0.184150;0.084076
0.122389;0.008253;0.064174
0.230570;0.049402;0.054177
0.190026;0.015837;0.076057
0.087582;-0.015229;-0.051271
0.064017;-0.059548;-0.181619
-0.023223;-0.025519;-0.135083
-0.145753;-0.010169;-0.206733
-0.091714;-0.274210;-0.432099
0.022649;-0.057457;-0.310362
-0.051042;0.107425;0.069197
-0.048332;0.179913;0.055050
0.200700;0.097634;0.000123
0.161285;0.223049;0.172796
-0.011938;0.250006;0.285714
0.023088;0.184833;0.164483
0.042173;0.216990;0.126291
0.051029;0.077511;0.069343
-0.066013;0.288314;0.141798
-0.259976;0.185144;0.218764
-0.159949;0.168306;0.234674
0.134089;0.232169;0.159424
0.081296;0.044049;0.130587
0.114693;0.143136;0.041508
0.228263;0.042202;-0.109414
0.026586;0.057150;-0.218542
-0.127693;-0.033694;-0.192073
-0.083927;-0.127599;-0.278889
-0.031170;-0.095186;-0.276875
-0.140895;-0.085603;-0.122200
-0.080283;-0.026403;-0.173661
-0.033452;-0.097283;-0.189065
-0.011249;-0.209317;-0.187374
0.120027;-0.043710;-0.045552
0.039268;-0.121558;0.031547
-0.053819;-0.093381;0.073219
0.035582;-0.154111;0.081934
0.006127;0.026980;0.203598
0.031981;0.005424;0.308594
0.187340;-0.015382;0.280233
0.299232;0.015483;0.214943
0.116280;0.004193;0.306128
-0.100326;-0.116089;0.158814
-0.231895;-0.121375;0.048166
-0.249198;-0.146289;-0.088945
-0.331195;-0.192419;-0.083488
-0.121523;-0.130659;-0.175955
0.090652;-0.150795;-0.267330
0.015490;-0.178873;-0.240214
0.066166;-0.173826;-0.361920
-0.108791;-0.132390;-0.204737
-0.218229;-0.194174;-0.227117
-0.060319;-0.249990;-0.224371
-0.035833;-0.207878;-0.098276
-0.018487;-0.099971;-0.050221
0.191613;-0.156610;0.019408
0.306904;-0.057920;-0.011424
0.059855;-0.163249;0.172411
-0.071494;-0.079671;0.194095
-0.117238;-0.088181;0.166864
-0.175476;-0.138858;0.168963
-0.038573;0.116489;0.191562
0.048240;0.072293;0.160718
0.025682;0.249513;0.130075
0.104543;0.114423;0.091900
0.008618;0.252920;0.072358
-0.140217;0.135723;0.057351
-0.094687;0.128645;0.032847
0.071933;0.090179;-0.040218
-0.143733;0.062618;-0.018375
-0.145509;-0.005811;-0.033090
-0.011358;-0.106476;-0.170249
-0.058018;-0.203197;-0.136701
-0.061955;-0.190072;-0.189864
-0.043950;-0.181293;-0.138031
-0.028454;-0.173771;-0.144085
-0.061930;-0.146692;-0.074389
0.053178;-0.131976;0.035874
0.077652;0.019842;0.146711
0.103322;0.034869;0.218465
0.132234;0.096464;0.268015
0.110774;0.161436;0.198209
-0.048613;0.238235;0.336119
-0.058226;0.232785;0.175304
0.022234;0.247166;0.209048
-0.008832;0.225701;0.209194
0.121290;0.212942;0.080866
0.060618;0.130395;-0.007695
-0.017700;0.090148;-0.144543
0.045811;0.151219;-0.132587
-0.097415;-0.090382;-0.233440
-0.121859;-0.142388;-0.296362
-0.078891;-0.086493;-0.099478
-0.092612;-0.168546;-0.193111
-0.060618;-0.111005;-0.119582
0.109627;-0.194973;-0.119124
0.095242;-0.033268;-0.028268
0.095962;-0.169930;-0.063580
0.102974;-0.017119;-0.011577
0.099502;0.032546;0.135134
-0.008160;0.148360;0.209524
0.020177;0.254310;0.225489
0.076016;0.287693;0.307410
-0.080442;0.318009;0.319586
-0.060984;0.168172;0.200827
-0.042491;0.240149;0.299031
-0.012054;0.147842;0.093755
0.147223;0.161491;0.130917
0.243515;0.017806;-0.048585
0.084567;0.118276;0.052316
0.090444;-0.021167;-0.084733
0.029650;-0.138102;-0.193019
0.077438;-0.227636;-0.208661
0.096297;-0.146991;-0.237931
-0.042540;-0.141797;-0.251498
-0.056181;-0.195485;-0.372509
-0.095212;-0.146667;-0.271303
-0.248807;-0.099081;-0.244803
-0.224729;0.026657;-0.084141
-0.047569;0.045458;-0.002196
0.098147;0.192922;0.030534
0.133045;0.111003;0.192563
0.080368;0.154499;0.185490
0.191893;0.094598;0.188316
0.137367;0.053224;0.307740
0.077792;0.010490;0.214125
0.066385;-0.032768;0.284212
0.097567;-0.115010;0.088116
0.168841;-0.100069;-0.042696
-0.014477;-0.214840;-0.096018
0.056431;-0.263170;-0.371832
0.130543;-0.264499;-0.254062
-0.151087;-0.314652;-0.301043
-0.179040;-0.140102;-0.239207
-0.035021;-0.215023;-0.153746
-0.094986;-0.018168;-0.157115
-0.092477;-0.144607;-0.165904
-0.105764;-0.068875;-0.226031
-0.189483;0.074981;-0.115584
-0.176629;-0.075276;-0.158665
0.000976;0.038776;-0.134217
0.069022;0.017038;0.125552
0.115437;0.080175;0.167681
0.225425;0.067129;0.136361
0.046183;-0.108853;0.244250
-0.094388;0.023188;0.049527
0.033067;-0.061206;0.107213
0.014568;-0.007682;-0.038296
0.102663;0.065361;0.056234
0.318756;-0.037492;-0.050965
0.169256;0.099414;0.015680
0.086410;-0.002805;0.022246
0.091628;0.083613;-0.125257
-0.046440;0.085826;-0.174350
-0.195684;-0.028324;-0.166825
-0.058909;0.185534;-0.255575
-0.064036;0.024743;-0.246354
-0.246414;0.131358;-0.238975
-0.177392;0.095757;-0.219903
-0.281905;0.130151;-0.084331
-0.363433;0.166776;-0.010173
-0.242917;0.147500;0.174956
-0.108419;0.146043;0.234790
0.060258;0.136631;0.261521
0.163299;0.147013;0.285476
0.081283;0.096586;0.072694
0.011352;0.096427;0.097893
0.003058;0.048292;-0.036965
0.028801;0.043574;-0.042494
0.115517;0.124427;0.128390
0.283260;0.031875;0.125943
0.327508;0.053187;0.139998
0.139808;-0.010962;0.082184
-0.059593;-0.092400;-0.000500
-0.167633;-0.118546;-0.149120
-0.277016;-0.230465;-0.256308
-0.272146;-0.089455;-0.267458
-0.204351;-0.150179;-0.234148
-0.163898;-0.030439;-0.187618
-0.097397;0.054376;0.051889
-0.000812;-0.003293;0.072261
0.221073;0.091959;0.197818
0.295509;-0.039669;0.043302
0.119551;-0.027056;0.082270
-0.044432;0.032125;0.109971
-0.217357;0.025816;0.156708
-0.156623;-0.101904;0.053549
0.072281;-0.037200;0.127780
0.083535;0.162241;0.410130
0.083981;0.170373;0.450239
0.216764;-0.016198;0.172314
0.144690;-0.135091;-0.036562
-0.050902;-0.125422;0.087634
-0.128169;0.020043;-0.086247
-0.110787;-0.219303;-0.242484
-0.073478;-0.258830;-0.263808
-0.100540;-0.067186;-0.131202
-0.109298;-0.050983;-0.071893
-0.006873;-0.066778;-0.180362
0.149463;-0.127690;-0.197944
-0.027666;0.086247;0.044797
-0.187670;-0.060877;-0.045888
-0.072587;0.076621;0.020238
-0.024493;0.123982;0.070003
-0.107229;0.303768;0.175878
0.118837;0.268502;0.176183
0.204753;0.370124;0.144923
0.119136;0.326409;0.355746
0.188506;0.267301;0.255907
0.291340;0.213107;0.323241
0.265481;0.112393;0.266337
0.173919;0.017854;0.158130
0.058481;-0.107000;-0.008617
-0.057835;-0.221387;-0.124769
-0.190246;-0.373985;-0.247025
-0.067124;-0.309373;-0.339840
-0.058842;-0.380721;-0.148211
-0.176214;-0.299588;-0.189956
-0.111221;-0.293187;-0.108731
-0.288979;-0.243461;-0.016782
-0.193090;-0.206531;-0.027731
0.058909;-0.194485;-0.088707
0.154028;-0.100727;-0.116237
0.135981;-0.044430;-0.014677
0.122426;0.058491;0.025432
0.084756;0.028553;0.066060
-0.001288;-0.011389;0.176158
0.197600;0.035893;0.185075
0.254055;0.121915;0.224098
0.213334;-0.095942;0.063253
0.303266;-0.030104;-0.050898
0.213273;-0.060060;-0.010631
-0.062150;-0.098167;-0.038912
0.056071;-0.073045;-0.122316
0.090457;-0.067759;-0.030819
-0.168964;-0.001367;0.017266
-0.163465;0.000669;-0.033700
-0.080136;-0.019893;-0.026224
-0.111196;0.036685;-0.026517
-0.057505;0.001035;-0.094510
0.086459;0.098079;-0.211902
0.039970;0.131352;-0.015629
-0.023614;0.238473;-0.087742
-0.052043;0.302872;0.003791
-0.110317;0.125097;-0.008733
-0.079349;0.294642;0.139705
-0.019104;0.215216;0.113029
-0.155030;0.124731;0.108635
0.044944;0.083814;-0.034585
0.175573;0.024420;-0.032290
0.004791;0.077547;-0.076067
-0.133156;-0.011651;0.084869
-0.051640;-0.051885;-0.035592
-0.013171;-0.092308;-0.064917
-0.184179;-0.098874;0.087475
0.005017;-0.040272;-0.069226
0.128016;-0.106439;-0.011760
0.071762;-0.160573;-0.125508
0.080557;0.001401;-0.044039
0.047117;0.034137;0.008460
0.071195;0.094769;-0.026267
0.166656;0.105474;-0.040737
0.052934;0.195129;0.000623
-0.087143;0.144245;0.050735
-0.059513;0.153072;0.048672
-0.075101;-0.009426;-0.046101
-0.038182;0.024194;0.043741
0.090383;0.010265;0.097478
0.152332;-0.059944;-0.043154
0.026390;-0.065156;0.070936
-0.206279;-0.257970;0.005176
-0.362542;-0.088639;0.071388
-0.363659;-0.278380;-0.062683
-0.275033;-0.131397;-0.005303
-0.160071;-0.094253;0.043192
-0.007690;-0.075063;-0.036947
0.061533;-0.050276;-0.003655
0.108791;-0.078159;-0.126167
0.068534;0.116148;-0.064581
-0.034606;0.103054;-0.061640
-0.058183;0.213369;-0.048585
-0.080979;0.256548;-0.000701
-0.104586;0.191484;0.103118
0.034947;0.342436;0.112809
0.126484;0.253829;0.168041
0.149237;0.171879;0.039500
0.087045;0.129011;0.102709
0.020019;0.021664;-0.084325
-0.012652;0.069007;-0.024063
-0.030883;-0.229782;-0.121272
0.003930;-0.116961;-0.048170
0.003845;-0.143674;0.075929
-0.090402;-0.296040;0.062813
0.062821;-0.243650;-0.005339
0.107546;-0.325899;0.060750
-0.006464;-0.231428;0.036357
0.067026;-0.341780;-0.125081
-0.101278;-0.248753;-0.043099
-0.338702;-0.209000;-0.058851
-0.229124;-0.259848;-0.092307
-0.105581;-0.116175;-0.094181
-0.022601;-0.095411;0.016809
0.144001;0.069866;0.070741
0.234873;0.013234;0.021557
0.158356;-0.051946;0.003986
0.153620;0.106894;-0.010344
0.116176;0.017921;-0.061383
-0.075022;0.070884;-0.089268
0.095516;-0.067211;-0.124440
0.157886;0.056693;-0.047786
0.095254;-0.066808;-0.021195
0.170294;-0.029128;0.074354
0.202244;0.058552;0.037290
0.041581;-0.117857;0.031126
-0.037816;-0.039431;-0.032254
-0.076731;-0.102989;-0.062372
-0.150654;-0.076666;-0.090684
0.015264;-0.063328;-0.135242
0.105062;0.075810;-0.086888
-0.063590;0.176975;0.103093
-0.088388;0.188509;0.064607
-0.106716;0.176042;0.113371
-0.224772;0.220465;0.068703
-0.140443;0.177902;0.022552
0.079159;0.236333;-0.020292
0.115242;0.247434;-0.043385
0.159900;0.228152;-0.046187
0.252816;0.169587;-0.117617
0.203520;0.177694;-0.019663
0.224784;0.110430;-0.016618
0.227469;0.067879;-0.075835
0.086642;0.020768;-0.085679
-0.089420;-0.060450;-0.094401
-0.156617;-0.071063;-0.077001
-0.178491;-0.128629;-0.093821
-0.112990;-0.114285;0.023339
0.061789;-0.029653;0.071064
0.119966;0.039782;0.123135
0.023278;0.081553;0.221077
0.073044;0.024780;0.065059
0.192418;0.092721;0.026830
0.095095;0.021853;-0.041707
0.067569;0.163064;-0.048945
0.098318;0.141788;-0.057612
-0.077164;0.173811;-0.028171
-0.067259;0.167075;-0.036404
-0.046782;0.262503;0.004377
-0.066935;0.203956;-0.020896
-0.046288;0.082217;-0.072466
-0.043566;0.078242;-0.075646
-0.060935;-0.048941;-0.100406
-0.030291;-0.163231;-0.148107
-0.021105;-0.151166;-0.101065
-0.106039;-0.129348;0.021691
-0.145667;-0.085328;0.101122
-0.089786;-0.224454;0.031993
-0.059037;-0.116687;0.069362
-0.035308;-0.143363;0.109806
0.008428;-0.047923;0.100237
0.020879;-0.005597;0.080115
-0.141786;-0.090224;0.088220
-0.109408;0.024481;0.030083
-0.085330;0.151408;0.153138
-0.016742;0.210845;0.094573
0.244028;0.216325;0.002888
0.297431;0.194684;-0.044417
0.106063;0.275177;0.090088
0.003143;0.132961;-0.002245
-0.022296;0.062039;-0.094687
0.010943;-0.001940;-0.048726
-0.001056;0.009295;-0.019510
-0.037645;-0.056122;-0.096781
-0.115584;-0.162426;-0.133832
-0.227720;-0.170954;-0.119704
-0.186621;-0.229221;-0.088298
-0.233158;-0.103397;0.062197
-0.176953;-0.232092;0.154676
-0.012335;-0.026458;0.223353
-0.061387;-0.172350;0.180876
-0.066679;-0.192736;0.139034
0.061368;-0.058182;0.079438
-0.055546;-0.206580;0.004706
-0.029180;-0.143589;-0.066809
0.119282;-0.209793;-0.087486
-0.014178;-0.121759;-0.016520
0.022417;-0.150697;0.101342
0.152564;-0.165657;0.016357
0.098000;-0.104056;0.124606
-0.041533;-0.166382;0.122983
-0.044005;-0.168217;-0.047859
-0.065202;-0.115071;-0.050856
-0.149604;-0.075526;-0.075915
-0.135206;-0.086127;-0.087870
0.011633;-0.046435;-0.053126
-0.035692;-0.021002;0.117984
-0.074711;0.066325;0.182976
0.066758;-0.120344;0.093353
0.079709;0.075743;0.213729
0.175225;-0.138444;0.068538
0.034435;-0.070076;0.004999
-0.053538;-0.119741;-0.105990
-0.089499;-0.134811;-0.050007
-0.071805;-0.028616;-0.105789
0.032726;-0.124380;-0.081969
0.188036;0.065709;0.091961
0.330578;0.121787;0.038340
0.234720;0.059174;0.146260
0.023375;0.054340;0.051571
0.083651;0.085826;0.055447
0.077310;0.059735;-0.004521
-0.052489;0.101822;-0.083531
0.073532;0.089996;0.008258
0.019756;0.186083;0.047049
-0.067381;0.077377;0.095824
-0.113582;0.057229;0.041642
-0.110635;0.122439;0.050992
-0.239878;0.024396;0.060225
-0.261850;-0.033408;-0.138239
-0.084879;0.108607;-0.101810
-0.026922;0.054919;-0.061505
0.113661;0.009198;-0.118080
0.344958;0.074176;-0.070892
0.341009;0.164124;0.104045
0.217045;0.082607;0.125302
0.213584;0.014197;-0.032962
0.150446;0.055406;0.115757
0.017467;0.034448;0.091711
0.043779;0.005766;-0.066046
-0.050151;0.083826;-0.004949
-0.190142;0.081949;0.025450
-0.089450;0.113143;-0.024826
-0.009784;0.092623;-0.011430
-0.060337;0.156011;0.094073
0.128810;0.105004;0.049039
0.232553;0.066410;-0.059998
0.034373;-0.018686;-0.030374
0.058030;0.001694;-0.135468
0.085452;0.042940;-0.076006
-0.041246;-0.178050;-0.178110
0.047605;0.027242;-0.113259
0.013988;-0.036499;-0.082512
-0.164789;-0.049800;-0.062689
-0.016479;-0.003177;-0.050337
0.020702;0.055815;-0.006688
0.001086;0.057247;0.043796
0.065384;-0.033426;-0.058985
-0.040551;0.134424;-0.013438
-0.196435;0.170239;0.036680
-0.119436;0.115093;-0.053468
0.093740;0.181626;-0.030948
0.081802;0.223360;0.135659
0.048533;0.172988;0.090307
0.063785;0.116867;0.060299
-0.086740;-0.027196;0.071266
-0.067130;0.005479;0.023461
0.007385;-0.133146;-0.053089
-0.022985;-0.103348;-0.146276
-0.048521;0.015709;-0.035885
-0.179205;-0.188536;-0.205097
-0.214922;-0.079312;-0.127577
-0.159302;-0.148643;-0.074523
-0.076804;-0.065181;-0.129511
0.145069;-0.038138;-0.057740
0.174127;-0.041741;-0.111465
0.132899;-0.084426;-0.041054
0.138428;-0.062578;-0.166825
0.016625;-0.031329;-0.075927
-0.044640;-0.041717;-0.034316
0.024413;0.045665;-0.111166
-0.034649;-0.077983;0.069063
-0.167957;0.032723;0.082550
-0.164807;-0.036724;0.135732
-0.271639;-0.109420;0.145595
-0.202611;-0.083676;0.070875
-0.097165;-0.185042;0.016412
-0.153248;-0.122563;-0.073791
-0.089847;-0.100185;-0.109713
0.103261;-0.196235;-0.126832
0.083560;-0.010584;-0.052125
0.054313;-0.252051;-0.025491
0.099697;0.016745;-0.024564
0.120412;-0.169516;-0.050917
-0.035369;-0.098398;-0.048976
0.009301;-0.116784;-0.118416
0.023571;-0.221595;-0.227099
-0.188305;0.031284;0.058620
-0.134871;-0.024428;0.031932
-0.049651;0.109540;0.109550
0.089431;-0.074642;0.083490
0.125306;0.074420;0.219502
0.052787;0.136058;0.179839
-0.024163;-0.134116;0.129263
-0.046068;0.037039;0.011377
-0.148890;-0.070801;0.136849
-0.139467;0.045921;-0.054969
0.050620;0.049390;-0.120314
0.085751;0.014502;0.028838
0.032359;0.184790;-0.053687
0.045707;0.017867;0.043229
0.205443;0.240082;-0.018272
0.114082;0.259010;0.141811
0.010467;0.136418;-0.003722
0.085873;0.290143;-0.113552
-0.084397;0.038660;-0.074706
-0.333331;0.319697;-0.086094
-0.075736;0.095470;-0.136798
0.044859;0.188545;-0.025162
0.145905;0.098207;0.023430
0.153919;0.219282;0.169897
0.008233;-0.080147;0.043955
-0.045030;-0.190883;0.002265
-0.066673;0.035314;0.110765
-0.191137;-0.131013;0.137697
-0.034673;0.003547;0.098900
0.336499;-0.170595;0.027403
0.229471;0.063472;0.275253
0.058842;-0.121777;0.167163
0.114430;-0.032542;0.190336
0.247030;-0.000690;0.091064
0.041838;-0.184530;0.027275
-0.001697;0.054419;-0.046016
0.031157;-0.075892;-0.113540
0.000927;-0.149844;-0.255758
-0.006909;-0.061078;-0.297643
-0.139247;-0.135542;-0.176206
-0.135811;0.080102;-0.055341
-0.021868;-0.030165;-0.050587
0.017223;0.044403;0.120047
0.078006;0.228243;0.340562
0.234513;-0.038748;0.168145
0.240152;0.170111;0.082904
-0.026940;0.082991;0.094256
-0.244809;0.158522;0.035459
-0.075266;0.008149;-0.115804
0.154736;-0.089474;-0.036745
0.183678;0.167520;0.135250
0.288514;0.122909;0.123642
0.271096;0.011673;0.059054
0.047032;-0.051525;-0.025034
-0.145783;0.030333;-0.022959
-0.189495;-0.057774;-0.158580
-0.030340;-0.197314;-0.268807
0.018206;-0.080397;-0.165019
-0.055229;-0.054281;-0.104397
-0.163697;-0.074343;0.048654
-0.135640;-0.004793;0.036320
0.048265;0.039282;0.181016
-0.066709;-0.074105;0.160565
0.007385;-0.129690;0.050717
0.156110;-0.058304;0.021441
-0.093436;-0.153434;-0.002294
-0.046697;-0.082189;-0.136548
0.100881;-0.133219;0.021905
-0.030242;-0.041339;0.079011
0.043785;-0.028653;0.108287
0.080197;-0.106640;0.050455
0.063572;-0.079153;-0.008745
0.054551;-0.116132;0.057247
0.036339;0.033363;-0.136621
0.075156;-0.072807;-0.035189
0.032494;-0.047063;-0.143579
0.103164;0.011417;-0.212207
-0.026226;-0.053129;-0.094352
-0.216203;0.077676;-0.142145
-0.109737;0.030169;-0.102060
-0.118917;-0.001525;-0.043343
-0.149390;0.151822;0.021587
-0.022308;0.082296;0.064327
-0.042479;0.171080;-0.015800
-0.120620;0.018836;0.064772
-0.071622;0.027584;-0.027731
-0.094418;0.118477;-0.003069
-0.149824;-0.104933;0.070472
-0.008020;-0.002086;0.038065
0.142591;-0.068930;0.056979
-0.014758;-0.121362;0.170379
0.030150;-0.001257;0.073591
0.131806;-0.110786;0.156098
-0.011181;-0.025355;0.009674
0.051560;-0.016253;0.021868
0.134828;0.111808;-0.017142
0.017290;0.054541;-0.089933
-0.089072;0.030687;-0.092973
-0.281490;0.150987;-0.105240
-0.375414;0.112850;0.021441
-0.263076;0.139118;0.111308
-0.086447;0.128718;0.073823
0.083407;0.119330;0.149452
0.020659;0.090483;0.087890
0.011211;-0.019618;-0.107125
-0.022845;-0.029013;-0.123146
-0.132271;-0.070935;-0.039589
-0.015222;-0.134634;-0.041994
0.130256;-0.037145;0.044260
0.047673;-0.067839;0.269004
0.033672;0.005351;0.121933
0.166595;-0.133378;0.032475
-0.007153;-0.077909;-0.017124
-0.005042;-0.158439;-0.130909
0.077768;-0.066497;-0.087175
0.115169;-0.185634;-0.179709
0.086898;-0.117912;0.041172
0.052158;0.044519;0.077460
0.011932;-0.009700;0.170446
-0.052275;-0.033536;0.098668
-0.099771;0.018318;0.035856
-0.296687;-0.041589;0.042344
-0.251083;0.125945;-0.053730
-0.030669;0.110119;-0.132172
-0.086960;0.082528;-0.168510
-0.090585;0.178834;-0.008372
-0.011743;0.196684;0.111253
-0.025555;0.145989;0.135427
0.005487;0.054980;0.117112
0.183922;0.127731;0.160657
0.177184;0.141874;0.114194
0.089596;0.044275;-0.025473
0.139869;-0.015942;-0.137244
0.144471;-0.042107;-0.066418
0.112148;0.004931;0.029814
0.128132;-0.034517;0.026342
0.214164;0.068531;0.031804
0.075046;0.048006;0.125632
-0.047215;0.002785;-0.034554
-0.066990;0.019872;-0.092966
-0.049016;0.100006;-0.072112
0.006811;0.002431;-0.103073
0.079642;0.045391;-0.163133
0.082718;0.031479;-0.054823
-0.049315;-0.060596;0.036119
-0.082901;0.005845;0.012256
-0.113582;-0.097655;0.117527
-0.013452;-0.172862;0.015313
0.126136;-0.192474;0.013214
0.060087;-0.210494;-0.087864
-0.063798;-0.171881;-0.078594
0.079245;-0.311269;-0.177542
0.032012;-0.169089;-0.106918
-0.066410;-0.232434;-0.022733
0.124104;-0.079525;-0.029245
0.175561;-0.076154;0.011597
0.069034;-0.149642;-0.098484
0.238358;0.023182;-0.167973
0.226981;-0.078342;-0.123085
-0.010278;0.069580;-0.140454
0.016973;0.016739;-0.083525
-0.036474;0.138691;0.001197
-0.054472;0.167209;0.102403
0.042436;0.107906;0.129068
0.192534;0.131358;0.043430
0.168145;0.091044;0.086682
0.108467;-0.051775;-0.097800
-0.005469;-0.003805;-0.173380
-0.155073;-0.077720;-0.131257
-0.060337;-0.027556;-0.180356
0.047459;-0.050489;-0.111361
-0.050249;-0.009505;-0.005187
-0.014758;0.032150;0.041825
0.036186;-0.141919;-0.036031
-0.104025;-0.076239;-0.049141
-0.109145;-0.081616;0.006055
-0.033727;-0.018692;-0.055573
-0.042888;-0.030305;-0.010350
-0.043523;0.077346;0.027684
-0.001654;0.176567;0.004682
0.075107;0.113588;-0.006194
0.108663;0.257425;0.012591
0.096243;0.184260;-0.019504
0.030437;0.250433;0.009113
-0.040032;0.083449;0.012811
-0.133601;0.179225;0.123087
-0.118020;0.204334;0.147834
-0.042449;0.101091;0.125662
0.077859;0.135625;0.091351
0.078500;0.037630;-0.096317
-0.066258;0.028084;-0.036764
-0.124422;-0.145095;-0.223797
-0.093307;-0.057524;-0.171756
-0.162958;-0.170570;-0.128102
-0.175336;-0.109731;-0.107827
0.055149;-0.111822;-0.041079
-0.022222;-0.028647;-0.010209
0.069040;-0.010383;-0.035647
0.144971;-0.017637;0.003797
0.001434;0.011082;-0.005901
-0.119875;0.046256;0.105424
-0.176129;0.048493;0.119126
-0.154432;0.023030;0.097851
-0.087137;0.070452;0.203549
-0.044219;0.082290;0.157099
-0.138252;0.159504;0.180998
-0.161829;0.089118;0.123685
-0.092758;0.120403;0.053451
-0.031920;0.144855;0.086810
0.006311;0.064703;0.089325
0.073953;0.079602;0.039176
-0.000897;0.073463;0.058157
-0.239902;-0.006170;0.102977
-0.132606;-0.081927;-0.062030
-0.058702;0.025889;0.016815
-0.109084;0.009052;0.026055
0.091928;0.016580;-0.103641
0.091702;-0.031469;-0.041494
-0.002564;0.007162;-0.062769
-0.028246;0.076895;0.075379
-0.049901;-0.007390;-0.061353
-0.001001;0.059655;0.031102
0.021691;0.059729;0.077851
-0.007257;0.067337;0.013269
0.014495;-0.011133;0.050491
0.020592;0.140130;0.127395
0.103664;0.024633;0.174913
0.113265;-0.049678;0.183915
0.115230;-0.035176;0.265482
0.065567;-0.087127;0.280404
-0.024499;-0.315517;-0.020389
-0.110085;-0.330550;-0.027078
-0.148084;-0.327027;-0.142645
-0.168829;-0.321748;-0.186166
-0.136232;-0.316529;-0.262978
-0.081693;-0.268523;-0.205097
0.011462;-0.095899;0.006769
0.056858;-0.175648;-0.046339
0.197099;-0.220296;-0.049958
0.301563;0.023012;-0.010246
0.040599;-0.168492;0.043814
0.026006;-0.064071;-0.166422
0.142750;-0.028159;0.002607
-0.050658;0.081083;0.188993
0.119697;0.032339;0.070125
0.410409;-0.024209;0.121640
0.220316;0.143306;0.262394
0.065622;0.009320;0.243646
0.148999;-0.063998;0.087768
0.152918;-0.228989;-0.010887
-0.017364;-0.165687;0.059609
-0.026531;-0.141839;-0.159404
-0.081674;-0.221107;-0.118947
-0.072416;-0.092241;-0.141028
0.098006;-0.072155;-0.141144
0.053062;-0.043027;-0.037636
0.108095;-0.105147;-0.028512
0.159277;0.145166;0.038804
0.038597;-0.142010;-0.107345
-0.067918;0.046396;-0.047798
0.021209;0.079510;-0.094486
-0.069694;0.148982;-0.034786
-0.071372;0.073000;-0.112020
0.061539;0.121561;-0.016886
0.103530;0.209455;0.029277
-0.010199;0.114338;0.096355
0.154987;0.063465;-0.040029
0.218119;0.205005;0.065108
0.027312;0.057973;0.084869
-0.035247;0.088423;-0.075231
0.083206;0.037972;-0.042678
0.013897;0.299397;-0.034438
0.024852;0.092385;-0.004619
0.191301;0.218581;-0.056940
