Column2;Column3;Column4
-0.072855;-0.092918;0.047830
0.116933;-0.065644;-0.013206
0.121388;-0.107506;0.005024
0.085745;-0.116400;-0.005815
0.065104;-0.030128;0.070772
-0.149079;-0.210232;0.042911
-0.224363;-0.152550;-0.062695
-0.005347;-0.184902;-0.065106
-0.026006;-0.080653;-0.047767
0.051475;-0.137999;-0.040133
0.204002;-0.095289;-0.018229
0.193785;-0.045948;0.058443
0.186644;-0.183994;0.102501
0.166223;-0.012449;0.026738
0.108559;-0.066717;0.044712
-0.052867;-0.014827;0.053195
-0.077286;-8.647180E-5;-0.093442
-0.100528;-0.105537;-0.070788
-0.079453;-0.069143;-0.099558
0.023455;-0.029397;-0.036965
-0.033336;0.007631;-0.039181
-0.050798;0.017226;-0.032437
-0.031267;0.121031;0.125662
-0.011267;0.132876;0.073951
0.137897;0.246312;0.113627
0.362480;0.146793;-0.031900
0.348315;0.248458;-0.036446
0.249118;0.144708;-0.112636
-0.016089;0.117038;-0.111263
-0.133766;0.096183;-0.104080
-0.176324;0.143830;0.056533
-0.129207;0.098573;0.137087
0.030553;0.080669;0.139656
0.142890;0.159211;0.162329
0.128273;0.047896;0.059164
0.188372;0.098165;-0.080889
0.237027;0.083564;-0.025443
0.147144;0.131029;-0.051332
0.149195;0.126956;0.000617
0.088540;0.227682;0.030229
0.108425;0.050725;-0.039010
0.117775;0.187149;-0.073760
0.078177;0.046591;-0.111770
-0.044035;0.094415;-0.137866
-0.079294;0.020744;-0.129127
-0.143721;0.037173;0.010486
-0.149769;0.035106;0.107335
-0.001532;-0.028464;0.073609
0.128505;0.062039;0.054782
0.080893;-0.076611;0.035655
-0.033288;0.052041;0.014892
-0.006927;-0.087328;-0.036788
-0.106765;-0.013644;-0.051191
-0.049174;0.015075;-0.057606
0.035869;0.099786;-0.061023
-0.069163;0.151457;-0.021378
-0.023583;-0.061541;-0.132868
-0.053831;0.151944;-0.038045
-0.110964;0.003980;0.003541
0.051743;0.026901;-0.040401
0.102822;0.069159;0.041428
-0.018634;0.048823;0.045328
-0.074125;0.058948;0.034819
0.031230;0.052255;-0.064307
0.066843;0.070982;0.067177
0.031383;0.055784;0.078004
0.111263;0.009686;-0.000994
0.092025;-0.064516;-0.033920
-0.082382;-0.024617;-0.044228
-0.200011;-0.194406;-0.117128
-0.139094;-0.181495;-0.118898
-0.017755;-0.089748;-0.010618
0.035948;-0.095186;-0.021866
0.008117;-0.060913;-0.004491
-0.100564;-0.117827;0.005195
-0.106497;-0.113133;0.035154
-0.068150;-0.037962;-0.072009
-0.113509;-0.237896;-0.038009
0.026781;-0.133695;-0.112508
0.024047;-0.027281;0.006690
-0.154029;-0.178629;-0.068402
-0.146375;-0.048593;-0.092118
-0.059721;-0.191260;-0.029043
-0.216795;-0.162834;0.003058
-0.159961;-0.194802;-0.055054
-0.041661;-0.216882;-0.101382
-0.054088;-0.158024;-0.072607
-0.000641;-0.219004;-0.083104
-0.012109;-0.073191;-0.036654
-0.151160;-0.168754;0.018005
-0.258035;-0.026617;0.064650
-0.204369;-0.074435;0.170892
-0.179236;0.062502;0.119986
0.067441;0.050688;0.085382
0.289210;0.148506;0.117508
0.280800;0.199000;0.011114
0.273647;0.058741;0.017651
0.273683;0.121671;-0.139240
0.112404;0.105852;-0.069445
-0.123671;0.032936;-0.078478
-0.078806;0.094141;-0.156230
-0.111721;-0.021453;-0.006944
-0.208910;-0.081463;0.027593
-0.083951;0.024225;0.018676
-0.039934;-0.098344;0.099749
-0.045329;-0.015534;0.027324
-0.032482;-0.050117;0.082056
-0.033983;-0.048599;-0.008263
-0.094101;-0.008286;-0.010576
-0.021496;-0.032371;-0.047676
-0.014148;0.115368;0.022930
-0.014087;0.020201;-0.011998
0.106911;0.097354;0.039793
0.083603;0.162625;-0.002215
-0.008185;-0.004512;-0.049763
0.049211;-0.002037;-0.150835
-0.011334;0.055992;-0.153045
-0.259945;0.075408;-0.027591
-0.179541;0.093080;-0.128260
0.014745;0.186339;0.001600
0.118117;0.177938;0.147633
0.226957;0.324666;0.262919
0.398557;0.196099;0.234455
0.414566;0.124378;0.199039
0.216618;0.137387;0.177098
0.056528;0.046402;-0.022885
0.026122;-0.027495;-0.153008
-0.036858;-0.021203;-0.088023
-0.022448;-0.045192;-0.082555
0.022210;-0.090376;-0.033108
0.085928;-0.160500;-0.056208
0.038920;-0.110804;0.125027
-0.049046;0.001913;0.054293
0.007342;-0.179922;0.089996
0.085897;-0.076776;-0.029226
0.074051;-0.009676;-0.030252
-0.135371;-0.007304;0.086316
-0.036644;0.115843;-0.076403
0.135279;0.123579;0.037150
0.021953;0.231169;0.089703
0.085116;0.125914;0.067360
0.087381;0.205468;0.181206
-0.082694;0.050578;0.115391
-0.074351;-0.016052;-0.013523
0.033556;0.094684;-0.059272
-0.050780;-0.030719;-0.137494
-0.037975;0.098829;-0.065240
0.169268;-0.072399;-0.176175
0.144184;0.124677;0.075391
0.256558;-0.020319;0.085986
0.330005;0.099396;0.091662
0.213566;0.030546;0.170983
-0.069205;-0.008011;0.159351
-0.135615;-0.088236;-0.011479
-0.216417;-0.249887;-0.127278
-0.196648;-0.331099;-0.245273
-0.077268;-0.115279;-0.107803
-0.059220;-0.213316;-0.101071
-0.018475;-0.068467;0.008637
0.145655;-0.263286;0.034813
0.060203;-0.018430;0.202438
0.049546;-0.110085;0.295399
0.163733;-0.147234;0.102483
0.169055;-0.148387;0.084229
-0.071586;-0.176276;0.097820
-0.038579;-0.071088;0.105223
0.058341;-0.127654;0.012097
-0.111178;-0.164425;-0.029495
-0.105691;-0.191072;-0.097904
-0.171295;-0.098496;-0.122359
-0.237974;-0.210238;-0.155101
-0.137721;-0.145009;-0.155278
-0.002649;-0.090931;-0.090190
0.022673;-0.051830;0.055026
0.060831;0.031522;0.015161
0.084128;0.054583;-0.025589
-0.087344;0.118141;0.066414
-0.209483;0.123543;0.058529
-0.047917;0.053468;-0.030886
0.007305;0.111942;-0.029519
-0.026580;-0.003317;0.038645
0.011340;0.168745;0.010480
-0.010718;0.057058;-0.050532
0.041240;0.035704;-0.105142
0.175622;0.091928;-0.081566
0.049986;0.013935;0.048154
0.059275;-0.082146;0.016888
0.059879;-0.033292;0.020379
-0.183886;-0.072325;0.091058
-0.266134;-0.016826;0.036466
-0.095212;-0.140376;-0.014567
0.001989;0.041239;-0.056769
-0.053734;-0.011992;0.110478
-0.077213;0.022109;-0.064337
0.038591;-0.051440;-0.076092
-0.027343;0.035893;-0.003740
-0.195952;0.019287;0.048733
-0.165290;0.064983;0.007343
-0.021014;0.054443;0.052133
-0.092441;0.009875;0.115720
-0.049651;0.144147;0.055014
0.056626;0.159888;0.007135
-0.018585;0.141227;0.091613
-0.045720;0.066453;-0.131519
-0.057029;0.110777;0.086945
-0.003162;-0.058798;0.083972
0.102743;0.051176;0.074549
0.222971;0.000273;0.093536
0.148456;0.028955;0.038682
0.152271;0.070159;-0.066705
0.011627;-0.091260;-0.152092
-0.144075;0.014282;-0.248850
-0.067271;-0.065504;-0.168113
-0.019567;-0.006823;-0.216821
-0.094272;0.079846;-0.014280
-0.096005;-0.055689;0.050424
-0.028765;0.110735;0.032689
-0.104959;-0.101075;0.131814
-0.090353;-0.059999;0.057131
0.082504;0.041001;0.017651
0.002380;-0.102227;0.017816
-0.022448;0.154109;0.031547
0.083401;0.061777;0.092657
0.015020;0.018446;0.017401
0.077878;0.093446;0.118894
0.019921;0.087600;0.098650
-0.117678;0.062021;-0.011876
-0.080631;0.006644;-0.089060
-0.055467;0.054833;-0.138831
0.020556;0.047652;-0.145910
0.164837;0.049822;-0.135303
0.278133;0.054236;-0.102792
0.244565;0.072213;-0.006450
0.042405;0.158949;0.075318
0.044133;0.069555;0.045365
0.069889;0.186784;0.030656
-0.126491;0.057888;0.093847
-0.129927;0.136418;0.026744
0.006512;0.058034;0.000440
-0.118044;0.071909;0.015350
-0.014734;0.087886;-0.031662
0.092446;0.129139;0.028429
-0.041612;-0.046972;0.052890
0.036424;-0.156385;-0.042055
0.161780;-0.189334;-0.033584
0.120766;-0.267706;-0.049556
0.232718;-0.246369;-0.045442
0.275325;-0.226234;-0.133417
0.109413;-0.201563;0.027416
-0.046825;-0.124795;-0.007665
-0.160169;-0.124575;-0.016648
-0.101083;-0.071063;-0.060730
-0.019604;-0.025934;-0.103317
-0.009399;-0.055031;-0.107260
0.001434;-0.073679;-0.239244
-0.088675;-0.092089;-0.064947
-0.085166;-0.215358;-0.145086
-0.084415;-0.047179;0.098595
0.034673;-0.152696;0.101610
0.154926;-0.022020;0.134359
0.174957;-0.058792;0.114939
0.019567;-0.117485;0.049185
-0.021227;-0.166102;0.000349
-0.003796;-0.090443;-0.060645
0.063138;-0.124746;-0.011833
0.147663;0.057394;-0.084862
0.139356;0.042922;-0.055787
0.086990;0.109942;-0.025369
0.026458;0.085765;-0.057532
0.112306;-0.035389;-0.105075
0.193822;0.136552;0.026219
0.233390;0.010015;0.033879
0.195787;0.044226;0.024627
0.049717;0.019342;-0.009422
-0.188586;-0.029311;0.041392
-0.310243;-0.005701;-0.014298
-0.365752;-0.001848;-0.053669
-0.257175;0.061917;-0.047877
-0.109890;0.082053;-0.128034
-0.045055;0.241106;0.005249
0.024919;0.041879;0.007666
0.076718;0.179267;0.040189
0.064023;0.045366;0.149861
-0.012848;0.076865;0.129531
0.054569;0.017287;0.077113
0.132038;-0.018991;-0.030111
0.136146;0.064502;-0.028134
0.025512;-0.047959;-0.111300
-0.009833;-0.062255;-0.130469
-0.143928;-0.004342;0.033940
-0.227976;-0.056792;0.056387
-0.107314;0.059716;0.157654
-0.018566;0.003035;0.159888
0.013982;-0.023892;0.095873
-0.055443;-0.008054;0.039140
-0.086148;-0.066650;-0.128559
-0.087051;-0.004494;-0.122987
0.089364;-0.014492;-0.159538
0.122926;0.128529;0.005494
0.117006;-0.038053;0.123160
0.162311;0.096061;0.124850
0.063962;0.026547;0.217470
-0.024572;-0.044612;0.170556
0.069034;0.034418;-0.035049
-0.042076;0.003846;0.044748
-0.257266;0.086295;-0.049220
-0.250009;0.086832;-0.037099
-0.309706;-0.074197;-0.068475
-0.340015;0.118129;0.074665
-0.113936;0.170800;0.233899
0.067411;0.203877;0.190403
0.199290;0.018952;0.008362
0.108394;-0.056183;0.027977
-0.111489;0.079907;0.035154
-0.334711;-0.094387;-0.074267
-0.205590;-0.261140;-0.275654
0.087350;-0.103367;-0.204170
0.052512;0.008198;0.081000
0.081137;-0.025391;0.058443
0.285487;-0.049983;-0.005535
0.224094;-0.109719;0.123911
0.022118;-0.062102;0.193222
0.025249;0.064782;0.147444
0.011675;-0.019436;0.067793
0.073618;0.052895;-0.014140
0.107125;0.024389;0.020428
-0.012317;0.030205;0.060848
0.097274;0.015958;0.052127
0.158887;-0.058414;0.023699
-0.004157;0.035862;0.093713
-0.146198;-0.033164;0.140376
-0.143544;-0.128568;-0.034396
-0.083969;-0.134701;-0.175217
-0.296535;-0.162139;-0.006883
-0.312837;-0.070588;-0.108206
-0.088010;-0.163029;-0.134382
-0.029064;-0.131567;-0.091892
0.044456;-0.005847;0.048929
0.181426;-0.021801;0.056155
0.142060;-0.024264;0.016406
0.062943;-0.070655;0.075935
-0.015741;0.083229;0.046951
-0.114528;-0.048697;-0.133344
-0.014532;-0.025416;-0.154387
0.055369;0.025158;-0.099674
-0.039733;0.032759;-0.013090
0.127272;-0.036511;-0.023850
0.220908;0.153889;0.178807
0.164532;0.189149;0.357052
0.244955;0.112789;0.176897
0.385062;0.117818;0.106737
0.168591;0.015349;0.046707
-0.106490;0.054077;-0.103134
-0.044103;-0.199106;-0.305120
